value
1.16
1.09
1.02
0.98
0.98
1.02
1.01
1.08
1.09
1.11
1.1
1.16
1.08
1.02
0.96
0.98
0.9
0.87
0.84
0.8
0.8
0.82
0.78
0.83
0.84
0.93
1.07
1.14
1.07
1.01
1.04
1.04
1.09
1.09
1.2
1.28
1.26
1.27
1.34
1.4
1.46
1.51
1.57
1.61
1.7
1.81
1.85
1.85
1.83
1.75
1.39
0.76
0.3
0.34
0.32
0.25
0.27
0.33
0.36
0.49
0.48
0.45
0.38
0.3
0.24
0.2
0.32
0.42
0.67
0.74
0.83
1.02
1.1
1.17
1.32
1.27
1.24
1.68
2.24
2.6
2.94
3.33
3.51
3.26
3.27
3.25
3.69
3.74
3.94
4.37
4.68
4.72
4.72
4.72
4.69
4.73
4.71
4.71
4.73
4.72
4.71
4.73
4.76
4.74
4.73
4.7
4.7
4.68
4.61
4.51
4.57
4.59
4.64
4.34
4.33
4.26
4.13
4.25
4.22
4.07
4.11
4.17
4.34
4.48
