Price,Open,High,Low,Close,Volume
Ticker,^DJI,^DJI,^DJI,^DJI,^DJI
Date,,,,,
1/2/2015,17823.07031,17951.7793,17731.30078,17832.99023,76270000
1/5/2015,17821.30078,17821.30078,17475.92969,17501.65039,116160000
1/6/2015,17504.17969,17581.05078,17262.36914,17371.64063,101870000
1/7/2015,17374.7793,17597.08008,17374.7793,17584.51953,91030000
1/8/2015,17591.9707,17916.03906,17591.9707,17907.86914,114890000
1/9/2015,17911.01953,17915.32031,17686.08984,17737.36914,93390000
1/12/2015,17742.05078,17793.88086,17571.58008,17640.83984,92500000
1/13/2015,17645.01953,17923.00977,17498.23047,17613.67969,99360000
1/14/2015,17609.06055,17609.06055,17264.90039,17427.08984,109180000
1/15/2015,17436.30078,17517.41016,17298.03906,17320.71094,94520000
1/16/2015,17320,17528.36914,17243.55078,17511.57031,140480000
1/20/2015,17516.96094,17588.69922,17346.73047,17515.23047,119600000
1/21/2015,17509.96094,17599.58008,17396.03906,17554.2793,95530000
1/22/2015,17557.28906,17840.89063,17482.53906,17813.98047,111980000
1/23/2015,17812.5,17812.5,17667.5293,17672.59961,97110000
1/26/2015,17668.10938,17696.35938,17567.59961,17678.69922,87220000
1/27/2015,17638.5293,17638.5293,17288.31055,17387.21094,135940000
1/28/2015,17402.91016,17484.41016,17189,17191.36914,115980000
1/29/2015,17195.28906,17433.13086,17136.30078,17416.84961,111690000
1/30/2015,17416.84961,17419.90039,17156.82031,17164.94922,168560000
2/2/2015,17169.99023,17367.67969,17037.75977,17361.03906,108090000
2/3/2015,17369.9707,17670.75977,17369.9707,17666.40039,112860000
2/4/2015,17664.99023,17782.2207,17603.21094,17673.01953,102560000
2/5/2015,17677.25977,17889.58008,17677.25977,17884.88086,79890000
2/6/2015,17881.53906,17951.08984,17764.40039,17824.28906,93610000
2/9/2015,17821.49023,17821.49023,17685.32031,17729.21094,81590000
2/10/2015,17736.15039,17890.33984,17729.24023,17868.75977,89930000
2/11/2015,17867.85938,17897.21094,17759.65039,17862.14063,89890000
2/12/2015,17862.14063,17975.65039,17862.14063,17972.38086,117160000
2/13/2015,17968.65039,18037.41016,17961.75977,18019.34961,85230000
2/17/2015,18019.80078,18052.00977,17951.41016,18047.58008,98760000
2/18/2015,18045.7207,18048.69922,17982.19922,18029.84961,75090000
2/19/2015,18028.66992,18028.66992,17924.59961,17985.76953,79130000
2/20/2015,17985.76953,18144.28906,17878.36914,18140.43945,111390000
2/23/2015,18140.75977,18141.21094,18054.83984,18116.83984,83670000
2/24/2015,18112.57031,18231.08984,18098.73047,18209.18945,79310000
2/25/2015,18208.66992,18244.38086,18182.75977,18224.57031,80480000
2/26/2015,18224.41016,18239.42969,18157.07031,18214.41992,81500000
2/27/2015,18213.25977,18213.25977,18132.38086,18132.69922,101110000
3/2/2015,18134.05078,18288.63086,18122.58984,18288.63086,89790000
3/3/2015,18281.94922,18281.94922,18136.88086,18203.36914,83830000
3/4/2015,18203.36914,18203.36914,18029.5,18096.90039,80900000
3/5/2015,18096.90039,18160.34961,18087.65039,18135.7207,75840000
3/6/2015,18135.7207,18135.7207,17825.15039,17856.7793,113350000
3/9/2015,17856.56055,18031.03906,17856.56055,17995.7207,85820000
3/10/2015,17989.56055,17989.56055,17662.93945,17662.93945,120450000
3/11/2015,17662.93945,17731.7793,17627,17635.39063,102120000
3/12/2015,17626.83984,17900.09961,17620.49023,17895.2207,111550000
3/13/2015,17889.05078,17889.05078,17629.89063,17749.31055,113620000
3/16/2015,17751.24023,17988.5,17751.24023,17977.41992,101760000
3/17/2015,17972.2207,17972.2207,17785.78906,17849.08008,82560000
3/18/2015,17846.80078,18097.11914,17697.51953,18076.18945,130950000
3/19/2015,18072.58008,18072.99023,17934.24023,17959.0293,107820000
3/20/2015,17961.13086,18197.28906,17961.13086,18127.65039,333870000
3/23/2015,18136.73047,18205.92969,18116.03906,18116.03906,98030000
3/24/2015,18110.86914,18149.24023,18010.43945,18011.14063,87190000
3/25/2015,18012.60938,18041.9707,17718.53906,17718.53906,106560000
3/26/2015,17716.26953,17759.50977,17579.26953,17678.23047,117740000
3/27/2015,17673.63086,17729.14063,17630.49023,17712.66016,103220000
3/30/2015,17727.48047,18008.64063,17727.48047,17976.31055,104040000
3/31/2015,17965.36914,17965.36914,17773.01953,17776.11914,119470000
4/1/2015,17778.51953,17778.51953,17585.00977,17698.17969,103360000
4/2/2015,17699.51953,17815.0293,17673.49023,17763.24023,87370000
4/6/2015,17755.5,17941.78906,17646.80078,17880.84961,100850000
4/7/2015,17884.32031,17983.11914,17871.21094,17875.41992,72150000
4/8/2015,17877.61914,17976.19922,17822.23047,17902.50977,76820000
4/9/2015,17902.50977,17984.2207,17823.09961,17958.73047,86740000
4/10/2015,17956.73047,18066.75977,17945.55078,18057.65039,116410000
4/13/2015,18052.32031,18107.57031,17974.81055,17977.03906,120090000
4/14/2015,17979.10938,18075.59961,17905.48047,18036.69922,82830000
4/15/2015,18045.71094,18160.51953,18045.71094,18112.60938,113610000
4/16/2015,18106.26953,18169.25977,18063.85938,18105.76953,89520000
4/17/2015,18102.56055,18102.56055,17748.5293,17826.30078,138860000
4/20/2015,17841.17969,18092.2207,17841.17969,18034.92969,103160000
4/21/2015,18034.23047,18109.69922,17929.63086,17949.58984,95180000
4/22/2015,17950.82031,18056.01953,17887.75977,18038.26953,91260000
4/23/2015,18031.90039,18133.0293,17966.76953,18058.68945,100240000
